,,,,,,,,"October 6, 2003",,
,,,,,,,,"No Change from July 7, 2003",,
,New Hampshire Department of Education,,,,,,,,,
,"Division of Program Support, Bureau of Information Services",,,,,,,,,
,"101 Pleasant St., Concord, NH 03301-3860",,,,,,,,,
,Tel: 603-271-2778   Fax: 603-271-3875,,,,,,,,,
,,,,,,,,,,
,FY04 TARGETED AID,,,,,,,,,
,,,,,,,,,,
,00-01,1999,,2000,Target Rate,April 2001,Revenue,FY04 Aid,,
Targeted,Total ADM,Median,0.5%,Census, = Portion,Equalized,Per ADM,per ADM,FY04,
AID,w/o,Family,Portion,Median,of Income /,Vaulation,at Target,with ,Targeted,
,Home Sch,Income,of Income,Home,Home Vaule,w Utilities,Rate,Adj% =,Aid,
,, ,,Value,,,,42.585434%,,
Gilsum,107.7 ,"43,359 ",217 ,"89,100 ",2.43 ,"32,419,081 ",731 ,79.88 ,"8,603 ",
Goffstown,"2,352.1 ","55,833 ",279 ,"124,900 ",2.24 ,"955,821,723 ",910 ,3.73 ,"8,772 ",
,,,,,,,,,,
Gorham,480.0 ,"32,250 ",161 ,"79,200 ",2.04 ,"168,516,770 ",716 ,86.38 ,"41,460 ",
Goshen,129.2 ,"42,625 ",213 ,"92,300 ",2.31 ,"38,358,803 ",686 ,99.31 ,"12,831 ",
Grafton,191.7 ,"38,654 ",193 ,"81,300 ",2.38 ,"55,044,382 ",683 ,100.35 ,"19,237 ",
Grantham,286.6 ,"63,239 ",316 ,"159,200 ",1.99 ,"295,268,718 ","2,050 ",0.00 ,0 ,
Greenfield,261.4 ,"48,833 ",244 ,"119,400 ",2.04 ,"96,125,600 ",750 ,71.90 ,"18,796 ",
,,,,,,,,,,
Greenland,485.8 ,"62,172 ",311 ,"213,000 ",1.46 ,"409,610,313 ","1,231 ",0.00 ,0 ,
Greenville,390.4 ,"39,545 ",198 ,"88,800 ",2.23 ,"71,580,313 ",409 ,217.25 ,"84,816 ",
Groton,85.1 ,"37,083 ",185 ,"82,100 ",2.26 ,"35,536,164 ",944 ,0.00 ,0 ,
Hales Location,0.0 ,"33,593 ",168 ,"70,500 ",2.38 ,"36,356,225 ",0 ,0.00 ,0 ,
Hampstead,"1,662.5 ","68,533 ",343 ,"190,600 ",1.80 ,"741,459,221 ",803 ,49.50 ,"82,301 ",
,,,,,,,,,,
Hampton,"1,940.4 ","54,419 ",272 ,"190,400 ",1.43 ,"2,039,874,963 ","1,503 ",0.00 ,0 ,
Hampton Falls,334.5 ,"76,348 ",382 ,"266,300 ",1.43 ,"275,168,756 ","1,176 ",0.00 ,0 ,
Hancock,268.8 ,"55,000 ",275 ,"154,900 ",1.78 ,"160,699,190 ","1,064 ",0.00 ,0 ,
Hanover,"1,126.5 ","72,470 ",362 ,"262,200 ",1.38 ,"1,170,782,901 ","1,434 ",0.00 ,0 ,
Harrisville,123.5 ,"48,625 ",243 ,"124,600 ",1.95 ,"101,070,845 ","1,596 ",0.00 ,0 ,
,,,,,,,,,,
Hart's Location,5.5 ,"41,250 ",206 ,"168,800 ",1.22 ,"10,446,244 ","2,317 ",0.00 ,0 ,
Haverhill,677.3 ,"36,853 ",184 ,"83,400 ",2.21 ,"188,959,874 ",617 ,128.80 ,"87,238 ",
Hebron,48.7 ,"47,639 ",238 ,"175,000 ",1.36 ,"144,424,995 ","4,033 ",0.00 ,0 ,
Henniker,825.5 ,"50,288 ",251 ,"113,300 ",2.22 ,"248,612,314 ",669 ,106.65 ,"88,040 ",
Hill,170.7 ,"48,333 ",242 ,"88,500 ",2.73 ,"56,132,603 ",898 ,9.07 ,"1,548 ",
,,,,,,,,,,
Hillsboro,892.5 ,"44,500 ",223 ,"92,100 ",2.42 ,"277,257,854 ",752 ,71.22 ,"63,567 ",
Hinsdale,753.2 ,"36,124 ",181 ,"92,500 ",1.95 ,"173,215,560 ",448 ,200.40 ,"150,939 ",
Holderness,317.1 ,"47,895 ",239 ,"148,400 ",1.61 ,"338,313,998 ","1,718 ",0.00 ,0 ,
Hollis,"1,437.9 ","92,847 ",464 ,"264,400 ",1.76 ,"890,559,419 ","1,090 ",0.00 ,0 ,
Hooksett,"1,832.0 ","61,491 ",307 ,"135,700 ",2.27 ,"969,460,570 ","1,201 ",0.00 ,0 ,
,,,,,,,,,,
Hopkinton,960.4 ,"59,583 ",298 ,"146,400 ",2.03 ,"448,284,659 ",948 ,0.00 ,0 ,
Hudson,"3,896.5 ","64,169 ",321 ,"150,300 ",2.13 ,"1,903,851,742 ","1,041 ",0.00 ,0 ,
Jackson,88.5 ,"49,583 ",248 ,"195,800 ",1.27 ,"219,673,063 ","3,152 ",0.00 ,0 ,
Jaffrey,851.3 ,"45,033 ",225 ,"103,900 ",2.17 ,"311,612,462 ",794 ,53.11 ,"45,214 ",
Jefferson,156.8 ,"41,089 ",205 ,"89,700 ",2.29 ,"70,727,412 ","1,033 ",0.00 ,0 ,
,,,,,,,,,,
Keene,"3,054.3 ","37,033 ",185 ,"103,800 ",1.78 ,"1,149,683,072 ",670 ,106.04 ,"323,881 ",
Kensington,340.4 ,"67,344 ",337 ,"201,900 ",1.67 ,"203,766,820 ","1,000 ",0.00 ,0 ,
Kingston,"1,001.4 ","61,522 ",308 ,"156,600 ",1.96 ,"470,511,654 ",921 ,0.00 ,0 ,
Laconia,"2,346.4 ","37,796 ",189 ,"96,700 ",1.95 ,"1,119,023,545 ",930 ,0.00 ,0 ,
Lancaster,590.2 ,"40,305 ",202 ,"73,800 ",2.73 ,"145,776,777 ",674 ,104.22 ,"61,510 ",
,,,,,,,,,,
Landaff,46.5 ,"41,964 ",210 ,"85,000 ",2.47 ,"21,718,547 ","1,154 ",0.00 ,0 ,
Langdon,94.3 ,"42,083 ",210 ,"96,300 ",2.18 ,"33,654,834 ",778 ,60.05 ,"5,663 ",
Lebanon,"1,787.8 ","42,185 ",211 ,"123,100 ",1.71 ,"1,080,744,072 ","1,034 ",0.00 ,0 ,
Lee,903.7 ,"57,993 ",290 ,"169,300 ",1.71 ,"304,773,293 ",577 ,145.78 ,"131,743 ",
Lempster,158.1 ,"40,458 ",202 ,"83,300 ",2.43 ,"46,220,204 ",710 ,88.84 ,"14,046 ",
,,,,,,,,,,
